TrackPos,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3
0,,0.5,0.5
1,,0.5,0.5
2,,0.5,0.5
3,,0.5,0.5
4,0.3333333333333315,0.3333333333333315,0.3333333333333315
5,0.3333333333333315,0.3333333333333315,0.3333333333333315
6,0.3333333333333315,0.3333333333333315,0.3333333333333315
7,0.3333333333333315,0.3333333333333315,0.3333333333333315
8,0.3333333333333315,0.3333333333333315,0.3333333333333315
9,0.3333333333333315,0.3333333333333315,0.3333333333333315
10,0.3333333333333315,0.3333333333333315,0.3333333333333315
11,0.3333333333333315,0.3333333333333315,0.3333333333333315
12,0.3333333333333315,0.3333333333333315,0.3333333333333315
13,0.3333333333333315,0.3333333333333315,0.3333333333333315
14,0.3333333333333315,0.3333333333333315,0.3333333333333315
15,0.3333333333333315,0.3333333333333315,0.3333333333333315
16,0.3333333333333315,0.3333333333333315,0.3333333333333315
17,0.3333333333333315,0.3333333333333315,0.3333333333333315
18,0.3333333333333315,0.3333333333333315,0.3333333333333315
19,0.3333333333333315,0.3333333333333315,0.3333333333333315
20,0.3333333333333315,0.3333333333333315,0.3333333333333315
21,0.3333333333333315,0.3333333333333315,0.3333333333333315
22,0.3333333333333315,0.3333333333333315,0.3333333333333315
23,0.3333333333333315,0.3333333333333315,0.3333333333333315
24,0.3333333333333315,0.3333333333333315,0.3333333333333315
25,0.3333333333333315,0.3333333333333315,0.3333333333333315
26,0.3333333333333315,0.3333333333333315,0.3333333333333315
27,0.3333333333333315,0.3333333333333315,0.3333333333333315
28,0.33333333333333154,0.33333333333333154,0.33333333333333154
29,0.33333333333333154,0.33333333333333154,0.33333333333333154
30,0.3333333333333316,0.3333333333333316,0.3333333333333316
31,0.3333333333333319,0.3333333333333319,0.3333333333333319
32,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,0.3333333333333333,0.3333333333333333,0.3333333333333333
34,0.3333333333333333,0.3333333333333333,0.3333333333333333
35,0.33333333333333337,0.33333333333333337,0.33333333333333337
36,0.3333333333333333,0.3333333333333333,0.3333333333333333
37,0.3333333333333333,0.3333333333333333,0.3333333333333333
38,0.3333333333333333,0.3333333333333333,0.3333333333333333
39,0.3333333333333333,0.3333333333333333,0.3333333333333333
40,0.3333333333333333,0.3333333333333333,0.3333333333333333
41,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0.3333333333333333,0.3333333333333333,0.3333333333333333
43,0.3333333333333333,0.3333333333333333,0.3333333333333333
44,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.3333333333333333,0.3333333333333333,0.3333333333333333
46,0.3333333333333333,0.3333333333333333,0.3333333333333333
47,0.3333333333333333,0.3333333333333333,0.3333333333333333
48,0.3333333333333333,0.3333333333333333,0.3333333333333333
49,0.3333333333333333,0.3333333333333333,0.3333333333333333
50,0.3333333333333333,0.3333333333333333,0.3333333333333333
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
